Чек_товар;Номер чека;Номер позиции ;Товар;Магазин;День;Месяц;Оборот с НДС;Штуки;NETVAL_INV;TAX_AMOUNT;Подсчет чеков
901179216 2486              ;901179216 ;1;2486              ;M001;20210220;202102;20;1;16,67;3,33;1
901179216 20811             ;901179216 ;2;20811             ;M001;20210220;202102;406;1;338,33;67,67;2
901179216 25390             ;901179216 ;3;25390             ;M001;20210220;202102;41;1;34,17;6,83;3
901179216 30458             ;901179216 ;4;30458             ;M001;20210220;202102;29;1;24,17;4,83;4
901179216 30598             ;901179216 ;5;30598             ;M001;20210220;202102;30;1;27,27;2,73;5
901179216 31171             ;901179216 ;6;31171             ;M001;20210220;202102;29;1;24,17;4,83;6
901179216 31791             ;901179216 ;7;31791             ;M001;20210220;202102;59;1;49,17;9,83;7
901179216 31980             ;901179216 ;8;31980             ;M001;20210220;202102;3426;1;2855,00;571,00;8
901179216 32204             ;901179216 ;9;32204             ;M001;20210220;202102;72;1;65,45;6,55;9
901179216 32338             ;901179216 ;10;32338             ;M001;20210220;202102;321;1;267,50;53,50;10
901179216 34428             ;901179216 ;11;34428             ;M001;20210220;202102;28;1;23,33;4,67;11
901179216 40580             ;901179216 ;12;40580             ;M001;20210220;202102;64;1;53,33;10,67;12
901179216 43653             ;901179216 ;13;43653             ;M001;20210220;202102;24;1;20,00;4,00;13
901179216 43789             ;901179216 ;14;43789             ;M001;20210220;202102;62;1;51,67;10,33;14
901179216 54824             ;901179216 ;15;54824             ;M001;20210220;202102;69;1;57,50;11,50;15
901179216 55237             ;901179216 ;16;55237             ;M001;20210220;202102;240;3;200,00;40,00;16
901179216 55445             ;901179216 ;17;55445             ;M001;20210220;202102;60;1;54,55;5,45;17
901129537 1000022720        ;901129537 ;1;1000022720        ;M003;20210221;202102;48;1;40,00;8,00;1
901129537 2025125005        ;901129537 ;2;2025125005        ;M003;20210221;202102;207;3;172,50;34,50;2
901129537 2028166005        ;901129537 ;3;2028166005        ;M003;20210221;202102;77;1;64,17;12,83;3
901129537 2030050001        ;901129537 ;4;2030050001        ;M003;20210221;202102;186;3;155,00;31,00;4
901184356 7000009745        ;901184356 ;1;7000009745        ;M002;20210221;202102;388;4;323,33;64,67;1
901185982 2028177001        ;901185982 ;1;2028177001        ;M003;20210221;202102;36;1;30,00;6,00;1
901199475 646               ;901199475 ;1;646               ;M007;20210221;202102;470;1;427,27;42,73;1
901199475 19067             ;901199475 ;2;19067             ;M007;20210221;202102;66;1;55,00;11,00;2
901199475 19380             ;901199475 ;3;19380             ;M007;20210221;202102;186;3;155,00;31,00;3
901199475 25390             ;901199475 ;4;25390             ;M007;20210221;202102;41;1;34,17;6,83;4
901199475 25408             ;901199475 ;5;25408             ;M007;20210221;202102;747;1;622,50;124,50;5
901199475 30458             ;901199475 ;6;30458             ;M007;20210221;202102;58;2;48,33;9,67;6
901199475 30598             ;901199475 ;7;30598             ;M007;20210221;202102;30;1;27,27;2,73;7
901199475 30600             ;901199475 ;8;30600             ;M007;20210221;202102;66;1;55,00;11,00;8
901199475 31171             ;901199475 ;9;31171             ;M007;20210221;202102;87;3;72,50;14,50;9
901199475 31929             ;901199475 ;10;31929             ;M007;20210221;202102;79;1;65,83;13,17;10
901201471 1000038766        ;901201471 ;1;1000038766        ;M003;20210221;202102;3489;1;2907,50;581,50;1
901201471 1000038804        ;901201471 ;2;1000038804        ;M003;20210221;202102;433;1;360,83;72,17;2
901201471 1000038805        ;901201471 ;3;1000038805        ;M003;20210221;202102;194;1;161,67;32,33;3
901201471 1000038813        ;901201471 ;4;1000038813        ;M003;20210221;202102;300;4;250,00;50,00;4
901201471 1000038878        ;901201471 ;5;1000038878        ;M003;20210221;202102;227;1;189,17;37,83;5
901201471 1000038879        ;901201471 ;6;1000038879        ;M003;20210221;202102;67;1;60,91;6,09;6
901201471 1000038887        ;901201471 ;7;1000038887        ;M003;20210221;202102;58;1;48,33;9,67;7
901201471 1000039015        ;901201471 ;8;1000039015        ;M003;20210221;202102;69;1;62,73;6,27;8
901201471 1000039052        ;901201471 ;9;1000039052        ;M003;20210221;202102;151;1;125,83;25,17;9
901201471 1000039064        ;901201471 ;10;1000039064        ;M003;20210221;202102;248;4;206,67;41,33;10
901217154 108097211         ;901217154 ;1;108097211         ;M005;20210221;202102;2;2;1,67;0,33;1
901141065 7000009745        ;901141065 ;1;7000009745        ;M001;20210222;202102;97;1;80,83;16,17;1
901141067 107752886         ;901141067 ;1;107752886         ;M003;20210222;202102;31;1;28,18;2,82;1
901141067 1000014447        ;901141067 ;2;1000014447        ;M003;20210222;202102;1;1;0,83;0,17;2
901141067 2025170006        ;901141067 ;3;2025170006        ;M003;20210222;202102;256;4;213,33;42,67;3
901141068 1000037199        ;901141068 ;1;1000037199        ;M008;20210222;202102;3354;1;2795,00;559,00;1
901141068 1000037211        ;901141068 ;2;1000037211        ;M008;20210222;202102;7674;2;6976,36;697,64;2
901141068 1000037442        ;901141068 ;3;1000037442        ;M008;20210222;202102;1443;3;1202,50;240,50;3
901141069 2025362001        ;901141069 ;1;2025362001        ;M004;20210222;202102;130;2;108,33;21,67;1
901141069 2025370001        ;901141069 ;2;2025370001        ;M004;20210222;202102;32;1;26,67;5,33;2
901141069 2025370002        ;901141069 ;3;2025370002        ;M004;20210222;202102;56;2;50,91;5,09;3
901155223 1000025093        ;901155223 ;10;1000025093        ;M002;20210222;202102;60;3;50,00;10,00;1
901155223 1000025097        ;901155223 ;20;1000025097        ;M002;20210222;202102;111;3;92,50;18,50;2
901165248 2032813002        ;901165248 ;1;2032813002        ;M001;20210222;202102;36;1;30,00;6,00;1
901165248 2032814005        ;901165248 ;2;2032814005        ;M001;20210222;202102;50;1;45,45;4,55;2
901181858 646               ;901181858 ;1;646               ;M002;20210222;202102;470;1;427,27;42,73;1
901196584 55481             ;901196584 ;1;55481             ;M007;20210222;202102;27;3;24,55;2,45;1
901196584 55517             ;901196584 ;2;55517             ;M007;20210222;202102;138;3;115,00;23,00;2
901196584 147753            ;901196584 ;3;147753            ;M007;20210222;202102;30;3;25,00;5,00;3
901196584 212857            ;901196584 ;4;212857            ;M007;20210222;202102;52;1;47,27;4,73;4
901199802 107752886         ;901199802 ;1;107752886         ;M008;20210222;202102;31;1;28,18;2,82;1
901199802 1000014447        ;901199802 ;2;1000014447        ;M008;20210222;202102;1;1;0,83;0,17;2
901199802 2025170006        ;901199802 ;3;2025170006        ;M008;20210222;202102;192;3;160,00;32,00;3
901199803 646               ;901199803 ;1;646               ;M003;20210222;202102;470;1;427,27;42,73;1
901199803 17657             ;901199803 ;2;17657             ;M003;20210222;202102;32;1;26,67;5,33;2
901199803 19067             ;901199803 ;3;19067             ;M003;20210222;202102;66;1;55,00;11,00;3
901199803 30591             ;901199803 ;4;30591             ;M003;20210222;202102;944;1;786,67;157,33;4
901199803 30605             ;901199803 ;5;30605             ;M003;20210222;202102;190;2;158,33;31,67;5
901199804 108298806         ;901199804 ;1;108298806         ;M003;20210222;202102;558;1;465,00;93,00;1
901210895 1000037199        ;901210895 ;1;1000037199        ;M004;20210222;202102;3354;1;2795,00;559,00;1
901210895 1000037211        ;901210895 ;2;1000037211        ;M004;20210222;202102;3837;1;3488,18;348,82;2
901210895 1000037442        ;901210895 ;3;1000037442        ;M004;20210222;202102;481;1;400,83;80,17;3
901210895 1000037473        ;901210895 ;4;1000037473        ;M004;20210222;202102;439;1;365,83;73,17;4
901210895 1000037592        ;901210895 ;5;1000037592        ;M004;20210222;202102;28;1;23,33;4,67;5
901223477 7000009745        ;901223477 ;1;7000009745        ;M003;20210222;202102;194;2;161,67;32,33;1
901223615 2025362001        ;901223615 ;1;2025362001        ;M003;20210222;202102;65;1;54,17;10,83;1
901223615 2025370001        ;901223615 ;2;2025370001        ;M003;20210222;202102;32;1;26,67;5,33;2
901232163 108298806         ;901232163 ;1;108298806         ;M008;20210222;202102;558;1;465,00;93,00;1
901232163 108298814         ;901232163 ;2;108298814         ;M008;20210222;202102;43;1;35,83;7,17;2
901232163 108298822         ;901232163 ;3;108298822         ;M008;20210222;202102;1299;1;1082,50;216,50;3
901232163 108298831         ;901232163 ;4;108298831         ;M008;20210222;202102;24;1;20,00;4,00;4
901232163 108298849         ;901232163 ;5;108298849         ;M008;20210222;202102;477;1;397,50;79,50;5
900523377 31171             ;900523377 ;1;31171             ;M008;20210223;202102;29;1;24,17;4,83;1
900523377 35148             ;900523377 ;2;35148             ;M008;20210223;202102;288;3;240,00;48,00;2
900523377 95035             ;900523377 ;3;95035             ;M008;20210223;202102;1516;1;1263,33;252,67;3
900523377 147753            ;900523377 ;4;147753            ;M008;20210223;202102;10;1;8,33;1,67;4
900523377 172920            ;900523377 ;5;172920            ;M008;20210223;202102;21;1;17,50;3,50;5
900523384 478032            ;900523384 ;1;478032            ;M010;20210223;202102;43;1;35,83;7,17;1
900523384 803095            ;900523384 ;2;803095            ;M010;20210223;202102;493;1;410,83;82,17;2
900523384 102266627         ;900523384 ;3;102266627         ;M010;20210223;202102;48;2;43,64;4,36;3
901163225 107636244         ;901163225 ;1;107636244         ;M009;20210223;202102;888;3;740,00;148,00;1
901199811 478032            ;901199811 ;1;478032            ;M009;20210223;202102;43;1;35,83;7,17;1
901199811 803095            ;901199811 ;2;803095            ;M009;20210223;202102;493;1;410,83;82,17;2
901199811 102266627         ;901199811 ;3;102266627         ;M009;20210223;202102;24;1;21,82;2,18;3
901199811 102305147         ;901199811 ;4;102305147         ;M009;20210223;202102;348;4;290,00;58,00;4
901199811 104734594         ;901199811 ;5;104734594         ;M009;20210223;202102;17;1;14,17;2,83;5
901199811 104734607         ;901199811 ;6;104734607         ;M009;20210223;202102;89;1;80,91;8,09;6
901206684 646               ;901206684 ;1;646               ;M013;20210223;202102;470;1;427,27;42,73;1
901206684 19067             ;901206684 ;2;19067             ;M013;20210223;202102;198;3;165,00;33,00;2
901206684 19719             ;901206684 ;3;19719             ;M013;20210223;202102;49;1;40,83;8,17;3
901206684 19758             ;901206684 ;4;19758             ;M013;20210223;202102;519;1;432,50;86,50;4
901206684 20704             ;901206684 ;5;20704             ;M013;20210223;202102;100;1;83,33;16,67;5
901209926 1000027011        ;901209926 ;1;1000027011        ;M005;20210223;202102;96;1;87,27;8,73;1
901209926 1000027075        ;901209926 ;2;1000027075        ;M005;20210223;202102;32;1;26,67;5,33;2
901209926 1000027125        ;901209926 ;3;1000027125        ;M005;20210223;202102;442;1;368,33;73,67;3
901209926 1000027131        ;901209926 ;4;1000027131        ;M005;20210223;202102;21;1;17,50;3,50;4
901209926 1000027192        ;901209926 ;5;1000027192        ;M005;20210223;202102;362;1;329,09;32,91;5
901218734 7000009745        ;901218734 ;1;7000009745        ;M003;20210223;202102;291;3;242,50;48,50;1
901223810 1000045713        ;901223810 ;1;1000045713        ;M012;20210223;202102;936;1;780,00;156,00;1
901223810 1000045717        ;901223810 ;2;1000045717        ;M012;20210223;202102;1895;1;1579,17;315,83;2
901223810 1000045799        ;901223810 ;3;1000045799        ;M012;20210223;202102;247;1;205,83;41,17;3
901223810 1000045898        ;901223810 ;4;1000045898        ;M012;20210223;202102;41;1;34,17;6,83;4
901245807 2027696003        ;901245807 ;1;2027696003        ;M003;20210223;202102;388;4;323,33;64,67;1
901245807 2027754008        ;901245807 ;2;2027754008        ;M003;20210223;202102;3610;1;3008,33;601,67;2
901204673 1000026829        ;901204673 ;1;1000026829        ;M002;20210224;202102;39;1;32,50;6,50;1
901206004 662670            ;901206004 ;1;662670            ;M003;20210224;202102;523;1;475,45;47,55;1
901206004 7000009745        ;901206004 ;2;7000009745        ;M003;20210224;202102;388;4;323,33;64,67;2
901214836 1000050345        ;901214836 ;1;1000050345        ;M010;20210224;202102;1092;3;910,00;182,00;1
901214836 1000050346        ;901214836 ;2;1000050346        ;M010;20210224;202102;336;1;280,00;56,00;2
901221149 19657             ;901221149 ;1;19657             ;M001;20210224;202102;923;1;769,17;153,83;1
901221149 20404             ;901221149 ;2;20404             ;M001;20210224;202102;4100;1;3416,67;683,33;2
901221149 20703             ;901221149 ;3;20703             ;M001;20210224;202102;69;1;57,50;11,50;3
901231910 2031458005        ;901231910 ;1;2031458005        ;M003;20210224;202102;61;1;50,83;10,17;1
901234558 1000033855        ;901234558 ;1;1000033855        ;M006;20210224;202102;4719;1;3932,50;786,50;1
901234558 1000033856        ;901234558 ;2;1000033856        ;M006;20210224;202102;68;1;56,67;11,33;2
901234558 1000033913        ;901234558 ;3;1000033913        ;M006;20210224;202102;702;2;585,00;117,00;3
901234558 1000034005        ;901234558 ;4;1000034005        ;M006;20210224;202102;180;3;150,00;30,00;4
901234558 1000034081        ;901234558 ;5;1000034081        ;M006;20210224;202102;74;2;67,27;6,73;5
901262451 107790401         ;901262451 ;1;107790401         ;M005;20210224;202102;455;1;379,17;75,83;1
901262451 107790410         ;901262451 ;2;107790410         ;M005;20210224;202102;228;1;190,00;38,00;2
901262451 107823664         ;901262451 ;3;107823664         ;M005;20210224;202102;437;1;364,17;72,83;3
901262451 107823761         ;901262451 ;4;107823761         ;M005;20210224;202102;120;1;100,00;20,00;4
901262451 107837661         ;901262451 ;5;107837661         ;M005;20210224;202102;458;1;416,36;41,64;5
900523378 19719             ;900523378 ;1;19719             ;M003;20210225;202102;49;1;40,83;8,17;1
900523378 25393             ;900523378 ;2;25393             ;M003;20210225;202102;16;1;13,33;2,67;2
900523378 31171             ;900523378 ;3;31171             ;M003;20210225;202102;29;1;24,17;4,83;3
900523378 32204             ;900523378 ;4;32204             ;M003;20210225;202102;72;1;65,45;6,55;4
900523378 34428             ;900523378 ;5;34428             ;M003;20210225;202102;28;1;23,33;4,67;5
900523378 36207             ;900523378 ;6;36207             ;M003;20210225;202102;85;1;70,83;14,17;6
900523378 43788             ;900523378 ;7;43788             ;M003;20210225;202102;2463;1;2239,09;223,91;7
900523378 43791             ;900523378 ;8;43791             ;M003;20210225;202102;73;1;60,83;12,17;8
900523378 55202             ;900523378 ;9;55202             ;M003;20210225;202102;51;1;46,36;4,64;9
900523379 107652076         ;900523379 ;1;107652076         ;M009;20210225;202102;431;1;391,82;39,18;1
900523379 107661888         ;900523379 ;2;107661888         ;M009;20210225;202102;46;1;41,82;4,18;2
900523380 1000034733        ;900523380 ;1;1000034733        ;M009;20210225;202102;584;1;486,67;97,33;1
900523380 1000034739        ;900523380 ;2;1000034739        ;M009;20210225;202102;248;4;206,67;41,33;2
900523381 352434            ;900523381 ;1;352434            ;M003;20210225;202102;15;1;12,50;2,50;1
900523381 739064            ;900523381 ;2;739064            ;M003;20210225;202102;490;1;408,33;81,67;2
900523381 896500            ;900523381 ;3;896500            ;M003;20210225;202102;114;1;95,00;19,00;3
900523381 1035671           ;900523381 ;4;1035671           ;M003;20210225;202102;178;2;148,33;29,67;4
900523382 2025084004        ;900523382 ;1;2025084004        ;M001;20210225;202102;6;3;5,00;1,00;1
900523383 104049600         ;900523383 ;1;104049600         ;M007;20210225;202102;558;3;465,00;93,00;1
